Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Year,Profit,ROI,Decade
1589,2000-02-23,Wonder Boys,35000000,33422485,19389454,2000,-1577515,-4.507185714285714,2000
1499,2000-02-25,Reindeer Games,36000000,23360779,23360779,2000,-12639221,-35.10894722222222,2000
1114,2000-03-03,What Planet Are You From?,50000000,6291602,6291602,2000,-43708398,-87.41679599999999,2000
2106,2000-03-03,The Next Best Thing,25000000,24355762,14983572,2000,-644238,-2.576952,2000
2750,2000-03-03,Drowning Mona,16000000,15980376,15427192,2000,-19624,-0.12265,2000
4574,2000-03-03,Ghost Dog: The Way of the Samurai,2000000,10672492,3330230,2000,8672492,433.6246,2000
403,2000-03-11,Charlie's Angels,90000000,259736090,125305545,2000,169736090,188.59565555555554,2000
854,2000-03-11,The Legend of Bagger Vance,60000000,39235486,30695227,2000,-20764514,-34.60752333333333,2000
1015,2000-03-17,Erin Brockovich,50000000,257805243,125548685,2000,207805243,415.61048600000004,2000
2201,2000-03-17,Final Destination,23000000,112036870,53302314,2000,89036870,387.1168260869565,2000
2035,2000-03-22,Romeo Must Die,25000000,91036760,55973336,2000,66036760,264.14704,2000
2888,2000-03-24,Here on Earth,15000000,10845127,10494147,2000,-4154873,-27.69915333333333,2000
2897,2000-03-24,Whatever it Takes,15000000,8735529,8735529,2000,-6264471,-41.76314,2000
378,2000-03-31,The Road to El Dorado,95000000,65700000,50802661,2000,-29300000,-30.842105263157894,2000
